main.py --seed 7

Namespace(algo='q-learning', convg=0.5, env='tokens-v0', eps_final=0.01, eps_frames=1200, eps_start=1.0, frames=30000, games=500, gamma=0.99, log_interval=1, lr=0.05, model=None, save_interval=1, seed=7)

Environments loaded

Training status loaded

U 3 | F 3 | G 1 | D 0 | EPS 0.998 | L -0.030 | R 1.000 | Avg L -0.030 | Avg R 1.000
U 23750 | F 23750 | G 7916 | D 37 | EPS 0.010 | L -605.544 | R 5584.000 | Avg L -0.009 | Avg R 0.740
U 23751 | F 23751 | G 7916 | D 37 | EPS 0.010 | L -605.544 | R 5584.000 | Avg L -0.009 | Avg R 0.740
U 23751 | F 23751 | G 7917 | D 37 | EPS 0.010 | L -606.267 | R 5584.000 | Avg L -0.008 | Avg R 0.740
U 23752 | F 23752 | G 7917 | D 37 | EPS 0.010 | L -606.267 | R 5584.000 | Avg L -0.008 | Avg R 0.740
U 23753 | F 23753 | G 7917 | D 37 | EPS 0.010 | L -606.267 | R 5584.000 | Avg L -0.008 | Avg R 0.740
U 23754 | F 23754 | G 7917 | D 37 | EPS 0.010 | L -606.267 | R 5584.000 | Avg L -0.008 | Avg R 0.740
U 23754 | F 23754 | G 7918 | D 37 | EPS 0.010 | L -606.004 | R 5585.000 | Avg L 0.002 | Avg R 0.750
U 23755 | F 23755 | G 7918 | D 37 | EPS 0.010 | L -606.004 | R 5585.000 | Avg L 0.002 | Avg R 0.750
U 23756 | F 23756 | G 7918 | D 37 | EPS 0.010 | L -606.004 | R 5585.000 | Avg L 0.002 | Avg R 0.750
U 23757 | F 23757 | G 7918 | D 37 | EPS 0.010 | L -606.004 | R 5585.000 | Avg L 0.002 | Avg R 0.750
U 23757 | F 23757 | G 7919 | D 37 | EPS 0.010 | L -606.726 | R 5585.000 | Avg L 0.002 | Avg R 0.750
U 23758 | F 23758 | G 7919 | D 37 | EPS 0.010 | L -606.726 | R 5585.000 | Avg L 0.002 | Avg R 0.750
U 23759 | F 23759 | G 7919 | D 37 | EPS 0.010 | L -606.726 | R 5585.000 | Avg L 0.002 | Avg R 0.750
U 23760 | F 23760 | G 7919 | D 37 | EPS 0.010 | L -606.726 | R 5585.000 | Avg L 0.002 | Avg R 0.750
U 23760 | F 23760 | G 7920 | D 37 | EPS 0.010 | L -606.464 | R 5586.000 | Avg L 0.003 | Avg R 0.750
U 23761 | F 23761 | G 7920 | D 37 | EPS 0.010 | L -606.464 | R 5586.000 | Avg L 0.003 | Avg R 0.750
U 23762 | F 23762 | G 7920 | D 37 | EPS 0.010 | L -606.464 | R 5586.000 | Avg L 0.003 | Avg R 0.750
U 23763 | F 23763 | G 7920 | D 37 | EPS 0.010 | L -606.464 | R 5586.000 | Avg L 0.003 | Avg R 0.750
U 23763 | F 23763 | G 7921 | D 37 | EPS 0.010 | L -606.203 | R 5587.000 | Avg L 0.013 | Avg R 0.760
U 23764 | F 23764 | G 7921 | D 37 | EPS 0.010 | L -606.203 | R 5587.000 | Avg L 0.013 | Avg R 0.760
U 23765 | F 23765 | G 7921 | D 37 | EPS 0.010 | L -606.203 | R 5587.000 | Avg L 0.013 | Avg R 0.760
U 23766 | F 23766 | G 7921 | D 37 | EPS 0.010 | L -606.203 | R 5587.000 | Avg L 0.013 | Avg R 0.760
U 23766 | F 23766 | G 7922 | D 37 | EPS 0.010 | L -605.938 | R 5588.000 | Avg L 0.013 | Avg R 0.760
U 23767 | F 23767 | G 7922 | D 37 | EPS 0.010 | L -605.938 | R 5588.000 | Avg L 0.013 | Avg R 0.760
U 23768 | F 23768 | G 7922 | D 37 | EPS 0.010 | L -605.938 | R 5588.000 | Avg L 0.013 | Avg R 0.760
U 23769 | F 23769 | G 7922 | D 37 | EPS 0.010 | L -605.938 | R 5588.000 | Avg L 0.013 | Avg R 0.760
U 23769 | F 23769 | G 7923 | D 37 | EPS 0.010 | L -605.675 | R 5589.000 | Avg L 0.024 | Avg R 0.770
U 23770 | F 23770 | G 7923 | D 37 | EPS 0.010 | L -605.675 | R 5589.000 | Avg L 0.024 | Avg R 0.770
U 23771 | F 23771 | G 7923 | D 37 | EPS 0.010 | L -605.675 | R 5589.000 | Avg L 0.024 | Avg R 0.770
U 23772 | F 23772 | G 7923 | D 37 | EPS 0.010 | L -605.675 | R 5589.000 | Avg L 0.024 | Avg R 0.770
U 23772 | F 23772 | G 7924 | D 37 | EPS 0.010 | L -605.418 | R 5590.000 | Avg L 0.024 | Avg R 0.770
U 23773 | F 23773 | G 7924 | D 37 | EPS 0.010 | L -605.418 | R 5590.000 | Avg L 0.024 | Avg R 0.770
U 23774 | F 23774 | G 7924 | D 37 | EPS 0.010 | L -605.418 | R 5590.000 | Avg L 0.024 | Avg R 0.770
U 23775 | F 23775 | G 7924 | D 37 | EPS 0.010 | L -605.418 | R 5590.000 | Avg L 0.024 | Avg R 0.770
U 23775 | F 23775 | G 7925 | D 37 | EPS 0.010 | L -606.147 | R 5590.000 | Avg L 0.014 | Avg R 0.760
U 23776 | F 23776 | G 7925 | D 37 | EPS 0.010 | L -606.147 | R 5590.000 | Avg L 0.014 | Avg R 0.760
U 23777 | F 23777 | G 7925 | D 37 | EPS 0.010 | L -606.147 | R 5590.000 | Avg L 0.014 | Avg R 0.760
U 23778 | F 23778 | G 7925 | D 37 | EPS 0.010 | L -606.147 | R 5590.000 | Avg L 0.014 | Avg R 0.760
U 23778 | F 23778 | G 7926 | D 37 | EPS 0.010 | L -605.890 | R 5591.000 | Avg L 0.015 | Avg R 0.760
U 23779 | F 23779 | G 7926 | D 37 | EPS 0.010 | L -605.890 | R 5591.000 | Avg L 0.015 | Avg R 0.760
U 23780 | F 23780 | G 7926 | D 37 | EPS 0.010 | L -605.890 | R 5591.000 | Avg L 0.015 | Avg R 0.760
U 23781 | F 23781 | G 7926 | D 37 | EPS 0.010 | L -605.890 | R 5591.000 | Avg L 0.015 | Avg R 0.760
U 23781 | F 23781 | G 7927 | D 37 | EPS 0.010 | L -605.627 | R 5592.000 | Avg L 0.025 | Avg R 0.770
U 23782 | F 23782 | G 7927 | D 37 | EPS 0.010 | L -605.627 | R 5592.000 | Avg L 0.025 | Avg R 0.770
U 23783 | F 23783 | G 7927 | D 37 | EPS 0.010 | L -605.627 | R 5592.000 | Avg L 0.025 | Avg R 0.770
U 23784 | F 23784 | G 7927 | D 37 | EPS 0.010 | L -605.627 | R 5592.000 | Avg L 0.025 | Avg R 0.770
U 23784 | F 23784 | G 7928 | D 37 | EPS 0.010 | L -605.365 | R 5593.000 | Avg L 0.025 | Avg R 0.770
U 23785 | F 23785 | G 7928 | D 37 | EPS 0.010 | L -605.365 | R 5593.000 | Avg L 0.025 | Avg R 0.770
U 23786 | F 23786 | G 7928 | D 37 | EPS 0.010 | L -605.365 | R 5593.000 | Avg L 0.025 | Avg R 0.770
U 23787 | F 23787 | G 7928 | D 37 | EPS 0.010 | L -605.365 | R 5593.000 | Avg L 0.025 | Avg R 0.770
U 23787 | F 23787 | G 7929 | D 37 | EPS 0.010 | L -605.104 | R 5594.000 | Avg L 0.026 | Avg R 0.770
U 23788 | F 23788 | G 7929 | D 37 | EPS 0.010 | L -605.104 | R 5594.000 | Avg L 0.026 | Avg R 0.770
U 23789 | F 23789 | G 7929 | D 37 | EPS 0.010 | L -605.104 | R 5594.000 | Avg L 0.026 | Avg R 0.770
U 23790 | F 23790 | G 7929 | D 37 | EPS 0.010 | L -605.104 | R 5594.000 | Avg L 0.026 | Avg R 0.770
U 23790 | F 23790 | G 7930 | D 37 | EPS 0.010 | L -604.849 | R 5595.000 | Avg L 0.026 | Avg R 0.770
U 23791 | F 23791 | G 7930 | D 37 | EPS 0.010 | L -604.849 | R 5595.000 | Avg L 0.026 | Avg R 0.770
U 23792 | F 23792 | G 7930 | D 37 | EPS 0.010 | L -604.849 | R 5595.000 | Avg L 0.026 | Avg R 0.770
U 23793 | F 23793 | G 7930 | D 37 | EPS 0.010 | L -604.849 | R 5595.000 | Avg L 0.026 | Avg R 0.770
U 23793 | F 23793 | G 7931 | D 37 | EPS 0.010 | L -604.594 | R 5596.000 | Avg L 0.026 | Avg R 0.770
U 23794 | F 23794 | G 7931 | D 37 | EPS 0.010 | L -604.594 | R 5596.000 | Avg L 0.026 | Avg R 0.770
U 23795 | F 23795 | G 7931 | D 37 | EPS 0.010 | L -604.594 | R 5596.000 | Avg L 0.026 | Avg R 0.770
U 23796 | F 23796 | G 7931 | D 37 | EPS 0.010 | L -604.594 | R 5596.000 | Avg L 0.026 | Avg R 0.770
U 23796 | F 23796 | G 7932 | D 37 | EPS 0.010 | L -604.338 | R 5597.000 | Avg L 0.036 | Avg R 0.780
U 23797 | F 23797 | G 7932 | D 37 | EPS 0.010 | L -604.338 | R 5597.000 | Avg L 0.036 | Avg R 0.780
U 23798 | F 23798 | G 7932 | D 37 | EPS 0.010 | L -604.338 | R 5597.000 | Avg L 0.036 | Avg R 0.780
U 23799 | F 23799 | G 7932 | D 37 | EPS 0.010 | L -604.338 | R 5597.000 | Avg L 0.036 | Avg R 0.780
U 23799 | F 23799 | G 7933 | D 37 | EPS 0.010 | L -604.085 | R 5598.000 | Avg L 0.037 | Avg R 0.780
U 23800 | F 23800 | G 7933 | D 37 | EPS 0.010 | L -604.085 | R 5598.000 | Avg L 0.037 | Avg R 0.780
U 23801 | F 23801 | G 7933 | D 37 | EPS 0.010 | L -604.085 | R 5598.000 | Avg L 0.037 | Avg R 0.780
U 23802 | F 23802 | G 7933 | D 37 | EPS 0.010 | L -604.085 | R 5598.000 | Avg L 0.037 | Avg R 0.780
U 23802 | F 23802 | G 7934 | D 37 | EPS 0.010 | L -603.834 | R 5599.000 | Avg L 0.037 | Avg R 0.780
U 23803 | F 23803 | G 7934 | D 37 | EPS 0.010 | L -603.834 | R 5599.000 | Avg L 0.037 | Avg R 0.780
U 23804 | F 23804 | G 7934 | D 37 | EPS 0.010 | L -603.834 | R 5599.000 | Avg L 0.037 | Avg R 0.780
U 23805 | F 23805 | G 7934 | D 37 | EPS 0.010 | L -603.834 | R 5599.000 | Avg L 0.037 | Avg R 0.780
U 23805 | F 23805 | G 7935 | D 37 | EPS 0.010 | L -603.583 | R 5600.000 | Avg L 0.037 | Avg R 0.780
U 23806 | F 23806 | G 7935 | D 37 | EPS 0.010 | L -603.583 | R 5600.000 | Avg L 0.037 | Avg R 0.780
U 23807 | F 23807 | G 7935 | D 37 | EPS 0.010 | L -603.583 | R 5600.000 | Avg L 0.037 | Avg R 0.780
U 23808 | F 23808 | G 7935 | D 37 | EPS 0.010 | L -603.583 | R 5600.000 | Avg L 0.037 | Avg R 0.780
U 23808 | F 23808 | G 7936 | D 37 | EPS 0.010 | L -603.338 | R 5601.000 | Avg L 0.038 | Avg R 0.780
U 23809 | F 23809 | G 7936 | D 37 | EPS 0.010 | L -603.338 | R 5601.000 | Avg L 0.038 | Avg R 0.780
U 23810 | F 23810 | G 7936 | D 37 | EPS 0.010 | L -603.338 | R 5601.000 | Avg L 0.038 | Avg R 0.780
U 23811 | F 23811 | G 7936 | D 37 | EPS 0.010 | L -603.338 | R 5601.000 | Avg L 0.038 | Avg R 0.780
U 23811 | F 23811 | G 7937 | D 37 | EPS 0.010 | L -603.090 | R 5602.000 | Avg L 0.048 | Avg R 0.790
U 23812 | F 23812 | G 7937 | D 37 | EPS 0.010 | L -603.090 | R 5602.000 | Avg L 0.048 | Avg R 0.790
U 23813 | F 23813 | G 7937 | D 37 | EPS 0.010 | L -603.090 | R 5602.000 | Avg L 0.048 | Avg R 0.790
U 23814 | F 23814 | G 7937 | D 37 | EPS 0.010 | L -603.090 | R 5602.000 | Avg L 0.048 | Avg R 0.790
U 23814 | F 23814 | G 7938 | D 37 | EPS 0.010 | L -603.830 | R 5602.000 | Avg L 0.048 | Avg R 0.790
U 23815 | F 23815 | G 7938 | D 37 | EPS 0.010 | L -603.830 | R 5602.000 | Avg L 0.048 | Avg R 0.790
U 23816 | F 23816 | G 7938 | D 37 | EPS 0.010 | L -603.830 | R 5602.000 | Avg L 0.048 | Avg R 0.790
U 23817 | F 23817 | G 7938 | D 37 | EPS 0.010 | L -603.830 | R 5602.000 | Avg L 0.048 | Avg R 0.790
U 23817 | F 23817 | G 7939 | D 37 | EPS 0.010 | L -603.584 | R 5603.000 | Avg L 0.048 | Avg R 0.790
U 23818 | F 23818 | G 7939 | D 37 | EPS 0.010 | L -603.584 | R 5603.000 | Avg L 0.048 | Avg R 0.790
U 23819 | F 23819 | G 7939 | D 37 | EPS 0.010 | L -603.584 | R 5603.000 | Avg L 0.048 | Avg R 0.790
U 23820 | F 23820 | G 7939 | D 37 | EPS 0.010 | L -603.584 | R 5603.000 | Avg L 0.048 | Avg R 0.790
U 23820 | F 23820 | G 7940 | D 37 | EPS 0.010 | L -603.335 | R 5604.000 | Avg L 0.058 | Avg R 0.800
U 23821 | F 23821 | G 7940 | D 37 | EPS 0.010 | L -603.335 | R 5604.000 | Avg L 0.058 | Avg R 0.800
U 23822 | F 23822 | G 7940 | D 37 | EPS 0.010 | L -603.335 | R 5604.000 | Avg L 0.058 | Avg R 0.800
U 23823 | F 23823 | G 7940 | D 37 | EPS 0.010 | L -603.335 | R 5604.000 | Avg L 0.058 | Avg R 0.800
U 23823 | F 23823 | G 7941 | D 37 | EPS 0.010 | L -603.089 | R 5605.000 | Avg L 0.069 | Avg R 0.810
U 23824 | F 23824 | G 7941 | D 37 | EPS 0.010 | L -603.089 | R 5605.000 | Avg L 0.069 | Avg R 0.810
U 23825 | F 23825 | G 7941 | D 37 | EPS 0.010 | L -603.089 | R 5605.000 | Avg L 0.069 | Avg R 0.810
U 23826 | F 23826 | G 7941 | D 37 | EPS 0.010 | L -603.089 | R 5605.000 | Avg L 0.069 | Avg R 0.810
U 23826 | F 23826 | G 7942 | D 37 | EPS 0.010 | L -603.830 | R 5605.000 | Avg L 0.069 | Avg R 0.810
U 23827 | F 23827 | G 7942 | D 37 | EPS 0.010 | L -603.830 | R 5605.000 | Avg L 0.069 | Avg R 0.810
U 23828 | F 23828 | G 7942 | D 37 | EPS 0.010 | L -603.830 | R 5605.000 | Avg L 0.069 | Avg R 0.810
U 23829 | F 23829 | G 7942 | D 37 | EPS 0.010 | L -603.830 | R 5605.000 | Avg L 0.069 | Avg R 0.810
U 23829 | F 23829 | G 7943 | D 37 | EPS 0.010 | L -603.583 | R 5606.000 | Avg L 0.079 | Avg R 0.820
U 23830 | F 23830 | G 7943 | D 37 | EPS 0.010 | L -603.583 | R 5606.000 | Avg L 0.079 | Avg R 0.820
U 23831 | F 23831 | G 7943 | D 37 | EPS 0.010 | L -603.583 | R 5606.000 | Avg L 0.079 | Avg R 0.820
U 23832 | F 23832 | G 7943 | D 37 | EPS 0.010 | L -603.583 | R 5606.000 | Avg L 0.079 | Avg R 0.820
U 23832 | F 23832 | G 7944 | D 37 | EPS 0.010 | L -603.332 | R 5607.000 | Avg L 0.079 | Avg R 0.820
U 23833 | F 23833 | G 7944 | D 37 | EPS 0.010 | L -603.332 | R 5607.000 | Avg L 0.079 | Avg R 0.820
U 23834 | F 23834 | G 7944 | D 37 | EPS 0.010 | L -603.332 | R 5607.000 | Avg L 0.079 | Avg R 0.820
U 23835 | F 23835 | G 7944 | D 37 | EPS 0.010 | L -603.332 | R 5607.000 | Avg L 0.079 | Avg R 0.820
U 23835 | F 23835 | G 7945 | D 37 | EPS 0.010 | L -604.066 | R 5607.000 | Avg L 0.070 | Avg R 0.810
U 23836 | F 23836 | G 7945 | D 37 | EPS 0.010 | L -604.066 | R 5607.000 | Avg L 0.070 | Avg R 0.810
U 23837 | F 23837 | G 7945 | D 37 | EPS 0.010 | L -604.066 | R 5607.000 | Avg L 0.070 | Avg R 0.810
U 23838 | F 23838 | G 7945 | D 37 | EPS 0.010 | L -604.066 | R 5607.000 | Avg L 0.070 | Avg R 0.810
U 23838 | F 23838 | G 7946 | D 37 | EPS 0.010 | L -604.802 | R 5607.000 | Avg L 0.060 | Avg R 0.800
U 23839 | F 23839 | G 7946 | D 37 | EPS 0.010 | L -604.802 | R 5607.000 | Avg L 0.060 | Avg R 0.800
U 23840 | F 23840 | G 7946 | D 37 | EPS 0.010 | L -604.802 | R 5607.000 | Avg L 0.060 | Avg R 0.800
U 23841 | F 23841 | G 7946 | D 37 | EPS 0.010 | L -604.802 | R 5607.000 | Avg L 0.060 | Avg R 0.800
U 23841 | F 23841 | G 7947 | D 37 | EPS 0.010 | L -604.551 | R 5608.000 | Avg L 0.070 | Avg R 0.810
U 23842 | F 23842 | G 7947 | D 37 | EPS 0.010 | L -604.551 | R 5608.000 | Avg L 0.070 | Avg R 0.810
U 23843 | F 23843 | G 7947 | D 37 | EPS 0.010 | L -604.551 | R 5608.000 | Avg L 0.070 | Avg R 0.810
U 23844 | F 23844 | G 7947 | D 37 | EPS 0.010 | L -604.551 | R 5608.000 | Avg L 0.070 | Avg R 0.810
U 23844 | F 23844 | G 7948 | D 37 | EPS 0.010 | L -604.304 | R 5609.000 | Avg L 0.080 | Avg R 0.820
U 23845 | F 23845 | G 7948 | D 37 | EPS 0.010 | L -604.304 | R 5609.000 | Avg L 0.080 | Avg R 0.820
U 23846 | F 23846 | G 7948 | D 37 | EPS 0.010 | L -604.304 | R 5609.000 | Avg L 0.080 | Avg R 0.820
U 23847 | F 23847 | G 7948 | D 37 | EPS 0.010 | L -604.304 | R 5609.000 | Avg L 0.080 | Avg R 0.820
U 23847 | F 23847 | G 7949 | D 37 | EPS 0.010 | L -604.048 | R 5610.000 | Avg L 0.081 | Avg R 0.820
U 23848 | F 23848 | G 7949 | D 37 | EPS 0.010 | L -604.048 | R 5610.000 | Avg L 0.081 | Avg R 0.820
U 23849 | F 23849 | G 7949 | D 37 | EPS 0.010 | L -604.048 | R 5610.000 | Avg L 0.081 | Avg R 0.820
U 23850 | F 23850 | G 7949 | D 37 | EPS 0.010 | L -604.048 | R 5610.000 | Avg L 0.081 | Avg R 0.820
U 23850 | F 23850 | G 7950 | D 37 | EPS 0.010 | L -603.482 | R 5611.000 | Avg L 0.094 | Avg R 0.830
U 23851 | F 23851 | G 7950 | D 37 | EPS 0.010 | L -603.482 | R 5611.000 | Avg L 0.094 | Avg R 0.830
U 23852 | F 23852 | G 7950 | D 37 | EPS 0.010 | L -603.482 | R 5611.000 | Avg L 0.094 | Avg R 0.830
U 23853 | F 23853 | G 7950 | D 37 | EPS 0.010 | L -603.482 | R 5611.000 | Avg L 0.094 | Avg R 0.830
U 23853 | F 23853 | G 7951 | D 37 | EPS 0.010 | L -604.218 | R 5611.000 | Avg L 0.084 | Avg R 0.820
U 23854 | F 23854 | G 7951 | D 37 | EPS 0.010 | L -604.218 | R 5611.000 | Avg L 0.084 | Avg R 0.820
U 23855 | F 23855 | G 7951 | D 37 | EPS 0.010 | L -604.218 | R 5611.000 | Avg L 0.084 | Avg R 0.820
U 23856 | F 23856 | G 7951 | D 37 | EPS 0.010 | L -604.218 | R 5611.000 | Avg L 0.084 | Avg R 0.820
U 23856 | F 23856 | G 7952 | D 37 | EPS 0.010 | L -604.952 | R 5611.000 | Avg L 0.084 | Avg R 0.820
U 23857 | F 23857 | G 7952 | D 37 | EPS 0.010 | L -604.952 | R 5611.000 | Avg L 0.084 | Avg R 0.820
U 23858 | F 23858 | G 7952 | D 37 | EPS 0.010 | L -604.952 | R 5611.000 | Avg L 0.084 | Avg R 0.820
U 23859 | F 23859 | G 7952 | D 37 | EPS 0.010 | L -604.952 | R 5611.000 | Avg L 0.084 | Avg R 0.820
U 23859 | F 23859 | G 7953 | D 37 | EPS 0.010 | L -604.700 | R 5612.000 | Avg L 0.085 | Avg R 0.820
U 23860 | F 23860 | G 7953 | D 37 | EPS 0.010 | L -604.700 | R 5612.000 | Avg L 0.085 | Avg R 0.820
U 23861 | F 23861 | G 7953 | D 37 | EPS 0.010 | L -604.700 | R 5612.000 | Avg L 0.085 | Avg R 0.820
U 23862 | F 23862 | G 7953 | D 37 | EPS 0.010 | L -604.700 | R 5612.000 | Avg L 0.085 | Avg R 0.820
U 23862 | F 23862 | G 7954 | D 37 | EPS 0.010 | L -605.434 | R 5612.000 | Avg L 0.075 | Avg R 0.810
U 23863 | F 23863 | G 7954 | D 37 | EPS 0.010 | L -605.434 | R 5612.000 | Avg L 0.075 | Avg R 0.810
U 23864 | F 23864 | G 7954 | D 37 | EPS 0.010 | L -605.434 | R 5612.000 | Avg L 0.075 | Avg R 0.810
U 23865 | F 23865 | G 7954 | D 37 | EPS 0.010 | L -605.434 | R 5612.000 | Avg L 0.075 | Avg R 0.810
U 23865 | F 23865 | G 7955 | D 37 | EPS 0.010 | L -605.180 | R 5613.000 | Avg L 0.085 | Avg R 0.820
U 23866 | F 23866 | G 7955 | D 37 | EPS 0.010 | L -605.180 | R 5613.000 | Avg L 0.085 | Avg R 0.820
U 23867 | F 23867 | G 7955 | D 37 | EPS 0.010 | L -605.180 | R 5613.000 | Avg L 0.085 | Avg R 0.820
U 23868 | F 23868 | G 7955 | D 37 | EPS 0.010 | L -605.180 | R 5613.000 | Avg L 0.085 | Avg R 0.820
U 23868 | F 23868 | G 7956 | D 37 | EPS 0.010 | L -605.907 | R 5613.000 | Avg L 0.075 | Avg R 0.810
U 23869 | F 23869 | G 7956 | D 37 | EPS 0.010 | L -605.907 | R 5613.000 | Avg L 0.075 | Avg R 0.810
U 23870 | F 23870 | G 7956 | D 37 | EPS 0.010 | L -605.907 | R 5613.000 | Avg L 0.075 | Avg R 0.810
U 23871 | F 23871 | G 7956 | D 37 | EPS 0.010 | L -605.907 | R 5613.000 | Avg L 0.075 | Avg R 0.810
U 23871 | F 23871 | G 7957 | D 37 | EPS 0.010 | L -605.640 | R 5614.000 | Avg L 0.075 | Avg R 0.810
U 23872 | F 23872 | G 7957 | D 37 | EPS 0.010 | L -605.640 | R 5614.000 | Avg L 0.075 | Avg R 0.810
U 23873 | F 23873 | G 7957 | D 37 | EPS 0.010 | L -605.640 | R 5614.000 | Avg L 0.075 | Avg R 0.810
U 23874 | F 23874 | G 7957 | D 37 | EPS 0.010 | L -605.640 | R 5614.000 | Avg L 0.075 | Avg R 0.810
U 23874 | F 23874 | G 7958 | D 37 | EPS 0.010 | L -605.377 | R 5615.000 | Avg L 0.075 | Avg R 0.810
U 23875 | F 23875 | G 7958 | D 37 | EPS 0.010 | L -605.377 | R 5615.000 | Avg L 0.075 | Avg R 0.810
U 23876 | F 23876 | G 7958 | D 37 | EPS 0.010 | L -605.377 | R 5615.000 | Avg L 0.075 | Avg R 0.810
U 23877 | F 23877 | G 7958 | D 37 | EPS 0.010 | L -605.377 | R 5615.000 | Avg L 0.075 | Avg R 0.810
U 23877 | F 23877 | G 7959 | D 37 | EPS 0.010 | L -605.116 | R 5616.000 | Avg L 0.075 | Avg R 0.810
U 23878 | F 23878 | G 7959 | D 37 | EPS 0.010 | L -605.116 | R 5616.000 | Avg L 0.075 | Avg R 0.810
U 23879 | F 23879 | G 7959 | D 37 | EPS 0.010 | L -605.116 | R 5616.000 | Avg L 0.075 | Avg R 0.810
U 23880 | F 23880 | G 7959 | D 37 | EPS 0.010 | L -605.116 | R 5616.000 | Avg L 0.075 | Avg R 0.810
U 23880 | F 23880 | G 7960 | D 37 | EPS 0.010 | L -604.859 | R 5617.000 | Avg L 0.085 | Avg R 0.820
U 23881 | F 23881 | G 7960 | D 37 | EPS 0.010 | L -604.859 | R 5617.000 | Avg L 0.085 | Avg R 0.820
U 23882 | F 23882 | G 7960 | D 37 | EPS 0.010 | L -604.859 | R 5617.000 | Avg L 0.085 | Avg R 0.820
U 23883 | F 23883 | G 7960 | D 37 | EPS 0.010 | L -604.859 | R 5617.000 | Avg L 0.085 | Avg R 0.820
U 23883 | F 23883 | G 7961 | D 37 | EPS 0.010 | L -604.611 | R 5618.000 | Avg L 0.085 | Avg R 0.820
U 23884 | F 23884 | G 7961 | D 37 | EPS 0.010 | L -604.611 | R 5618.000 | Avg L 0.085 | Avg R 0.820
U 23885 | F 23885 | G 7961 | D 37 | EPS 0.010 | L -604.611 | R 5618.000 | Avg L 0.085 | Avg R 0.820
U 23886 | F 23886 | G 7961 | D 37 | EPS 0.010 | L -604.611 | R 5618.000 | Avg L 0.085 | Avg R 0.820
U 23886 | F 23886 | G 7962 | D 37 | EPS 0.010 | L -604.359 | R 5619.000 | Avg L 0.085 | Avg R 0.820
U 23887 | F 23887 | G 7962 | D 37 | EPS 0.010 | L -604.359 | R 5619.000 | Avg L 0.085 | Avg R 0.820
U 23888 | F 23888 | G 7962 | D 37 | EPS 0.010 | L -604.359 | R 5619.000 | Avg L 0.085 | Avg R 0.820
U 23889 | F 23889 | G 7962 | D 37 | EPS 0.010 | L -604.359 | R 5619.000 | Avg L 0.085 | Avg R 0.820
U 23889 | F 23889 | G 7963 | D 37 | EPS 0.010 | L -604.109 | R 5620.000 | Avg L 0.085 | Avg R 0.820
U 23890 | F 23890 | G 7963 | D 37 | EPS 0.010 | L -604.109 | R 5620.000 | Avg L 0.085 | Avg R 0.820
U 23891 | F 23891 | G 7963 | D 37 | EPS 0.010 | L -604.109 | R 5620.000 | Avg L 0.085 | Avg R 0.820
U 23892 | F 23892 | G 7963 | D 37 | EPS 0.010 | L -604.109 | R 5620.000 | Avg L 0.085 | Avg R 0.820
U 23892 | F 23892 | G 7964 | D 37 | EPS 0.010 | L -603.864 | R 5621.000 | Avg L 0.084 | Avg R 0.820
U 23893 | F 23893 | G 7964 | D 37 | EPS 0.010 | L -603.864 | R 5621.000 | Avg L 0.084 | Avg R 0.820
U 23894 | F 23894 | G 7964 | D 37 | EPS 0.010 | L -603.864 | R 5621.000 | Avg L 0.084 | Avg R 0.820
U 23895 | F 23895 | G 7964 | D 37 | EPS 0.010 | L -603.864 | R 5621.000 | Avg L 0.084 | Avg R 0.820
U 23895 | F 23895 | G 7965 | D 37 | EPS 0.010 | L -603.619 | R 5622.000 | Avg L 0.084 | Avg R 0.820
U 23896 | F 23896 | G 7965 | D 37 | EPS 0.010 | L -603.619 | R 5622.000 | Avg L 0.084 | Avg R 0.820
U 23897 | F 23897 | G 7965 | D 37 | EPS 0.010 | L -603.619 | R 5622.000 | Avg L 0.084 | Avg R 0.820
U 23898 | F 23898 | G 7965 | D 37 | EPS 0.010 | L -603.619 | R 5622.000 | Avg L 0.084 | Avg R 0.820
U 23898 | F 23898 | G 7966 | D 37 | EPS 0.010 | L -604.365 | R 5622.000 | Avg L 0.072 | Avg R 0.810
U 23899 | F 23899 | G 7966 | D 37 | EPS 0.010 | L -604.365 | R 5622.000 | Avg L 0.072 | Avg R 0.810
U 23900 | F 23900 | G 7966 | D 37 | EPS 0.010 | L -604.365 | R 5622.000 | Avg L 0.072 | Avg R 0.810
U 23901 | F 23901 | G 7966 | D 37 | EPS 0.010 | L -604.365 | R 5622.000 | Avg L 0.072 | Avg R 0.810
U 23901 | F 23901 | G 7967 | D 37 | EPS 0.010 | L -605.110 | R 5622.000 | Avg L 0.072 | Avg R 0.810
U 23902 | F 23902 | G 7967 | D 37 | EPS 0.010 | L -605.110 | R 5622.000 | Avg L 0.072 | Avg R 0.810
U 23903 | F 23903 | G 7967 | D 37 | EPS 0.010 | L -605.110 | R 5622.000 | Avg L 0.072 | Avg R 0.810
U 23904 | F 23904 | G 7967 | D 37 | EPS 0.010 | L -605.110 | R 5622.000 | Avg L 0.072 | Avg R 0.810
U 23904 | F 23904 | G 7968 | D 37 | EPS 0.010 | L -604.869 | R 5623.000 | Avg L 0.072 | Avg R 0.810
U 23905 | F 23905 | G 7968 | D 37 | EPS 0.010 | L -604.869 | R 5623.000 | Avg L 0.072 | Avg R 0.810
U 23906 | F 23906 | G 7968 | D 37 | EPS 0.010 | L -604.869 | R 5623.000 | Avg L 0.072 | Avg R 0.810
